-44	3	-18	-1	-17	-36	60	114
52	0	-6	7	22	22	-5	-128
-1	2	-33	10	28	82	123	112
-10	11	59	-16	-26	-117	-78	88
39	-26	-96	8	29	72	109	10
-17	26	-33	16	21	32	-71	-5
-23	-16	11	0	-4	-8	-83	-85
12	-36	-8	-5	0	-78	-52	-86
-19	32	34	-7	-20	61	-23	-9
-9	3	-17	-7	7	24	13	60
19	-33	-23	5	-5	-78	-65	-27
-27	-9	-15	-7	-9	32	24	-44
17	-4	-9	5	-15	-40	-31	37
21	18	9	-24	-20	-28	18	-41
3	26	12	4	8	74	22	35
-11	-8	-9	3	-2	-6	-32	-82
-13	1	24	11	18	4	63	56
10	6	-32	7	-9	-36	60	87
-15	-28	-1	-9	-15	-44	-38	-60
20	3	-11	1	13	33	2	73
-17	-25	28	5	15	16	-100	-50
9	10	3	2	3	73	24	-28
-16	17	-13	-2	13	-34	-42	40
79	10	-27	-3	0	-22	83	64
-19	20	0	-12	-19	-10	-121	-91
-34	-41	38	-5	-9	-24	-15	36
1	35	14	-1	-22	0	95	4
7	-5	4	3	14	58	-8	-5
-20	10	-6	-3	11	-45	-20	-30
20	-27	44	0	-26	1	-118	-76
-77	-6	-29	-14	-2	-11	23	-102
18	25	-29	5	-7	-44	4	91
-28	-12	8	-9	1	62	63	-82
15	-13	-30	-4	-2	19	-5	-17
47	0	13	10	7	-84	-33	24
-20	-40	-22	-4	5	72	-31	-58
48	2	-47	16	21	-3	81	26
-54	8	25	-7	-4	-23	-114	-53
-19	3	14	-7	-17	-40	-31	-63
16	17	-14	3	-7	26	65	26
20	0	-1	5	26	6	-9	-18
-19	-15	6	1	-24	6	-3	-21
5	2	15	1	5	-16	-23	12
12	-5	15	2	7	-36	8	-24
-26	17	-6	-5	-17	28	7	26
16	12	-9	-1	7	1	11	67
-36	-9	69	0	-9	27	-73	-13
3	-9	-42	0	-2	2	89	102
81	14	12	4	2	-74	-55	-17
-22	20	37	-5	-20	-13	-77	65
62	-4	12	2	11	50	70	89
-99	-38	-24	-6	-4	26	-43	-57
-10	12	-37	7	0	3	114	19
64	17	-6	4	17	21	35	-77
-14	-4	8	3	-4	-92	-88	-3
-20	-18	42	-10	-17	66	-77	-119
-65	-7	-15	-5	6	-28	1	28
31	15	-12	1	0	-19	32	55
20	16	-30	-2	-10	48	15	16
-7	3	17	-1	4	-95	-31	-33
-19	-15	5	-7	2	97	-103	-128
4	9	5	19	8	-39	105	82
-27	-26	-63	-26	-25	-2	5	-34
35	45	5	11	6	-40	35	35
86	-8	46	3	4	72	14	41
-96	-14	-6	-4	17	-76	-24	-80
-23	-1	-37	16	26	119	112	8
83	10	-29	-8	-9	-21	-13	26
-17	44	30	-11	-20	-88	-76	-66
1	-21	-6	-6	-22	-15	-72	-31
1	-9	37	-3	-2	-1	-68	-25
-44	-32	14	3	9	62	74	25
-4	-1	-9	2	-6	-32	-68	-17
33	14	-7	2	-11	25	86	75
5	17	29	-1	22	21	-39	-58
-40	-6	-21	-4	-1	-44	-102	-54
-21	-9	-52	-3	-13	3	63	-5
11	-33	-71	-7	3	-5	-25	-128
12	25	-21	22	16	29	127	127
-23	15	28	-11	5	-45	-90	-72
3	-32	-14	1	-13	20	74	-5
50	17	-10	-1	-4	-17	17	-35
10	24	-23	-17	7	22	-45	-30
-32	8	-46	12	9	19	-18	57
-6	1	-3	5	3	-51	-52	11
-12	-7	14	-11	-10	1	9	33
7	-9	1	3	-10	9	-11	-23
0	-32	15	-4	-25	7	15	16
-5	-2	-14	0	11	12	-11	41
-11	-2	6	-6	-13	-57	-50	-15
-26	3	17	-2	5	19	-63	-63
47	-1	-16	-5	-1	11	112	59
16	8	24	4	8	-20	13	91
-76	-18	-34	0	22	89	21	-18
11	-3	36	4	-9	-41	-109	-42
86	9	-46	-2	6	11	118	103
-7	12	-2	-6	-2	28	-59	-39
-32	-11	25	5	-2	-40	25	-3
45	25	7	-8	-21	-112	-41	-39
-27	-9	37	8	-3	108	-87	-73
-22	-16	-17	-17	2	2	-1	-48
-32	-43	1	-1	-4	-15	-15	33
29	-2	-24	-1	11	72	97	66
-41	19	-8	0	1	-98	-38	-20
-22	-21	15	-5	24	21	-29	-31
-1	15	10	4	-19	15	-55	-111
2	-9	12	-10	-19	-16	22	90
-2	-11	67	-10	-21	-42	-80	51
-55	-10	-69	6	12	9	89	56
77	25	35	16	38	76	-61	-13
-78	-10	-29	-2	14	-18	89	76
68	31	-1	14	25	15	53	89
-34	-35	55	-16	-38	-14	-94	-97
17	14	13	1	14	-32	80	127
7	-13	-21	-4	-15	0	-78	-7
-20	15	0	-9	-15	6	-15	-114
7	23	17	11	5	-44	41	51
-25	-9	-17	-9	-4	29	-45	-91
9	2	20	7	-5	23	21	-46
2	-12	-4	-4	6	35	69	7
28	15	2	6	-1	-15	-44	0
-11	-10	16	-11	-23	-55	-64	-85
11	3	21	6	-2	-4	-8	-72
41	-26	-35	-16	2	25	24	71
-5	6	-62	7	-3	-26	-1	-94
-14	-5	-5	-3	-3	-2	-32	8
-10	-6	-39	1	25	-21	64	-1
28	13	25	4	-3	35	-124	30
35	17	-31	2	3	39	65	10
-62	20	-10	2	16	27	-32	96
10	-3	15	-14	-14	-118	-19	-25
-39	2	2	6	11	102	67	-41
-6	0	13	1	-9	16	-19	111
42	10	7	1	-22	-70	16	-1
-11	-18	22	-5	-5	64	-23	4
-45	-5	-1	9	14	-93	-59	-94
10	-1	12	-21	-30	12	25	26
-7	7	7	4	11	19	23	33
-18	-12	28	1	-1	-3	-29	55
19	-13	-25	-10	-14	-11	-18	-61
25	15	-15	13	28	33	68	62
53	-8	-2	3	0	4	0	-41
-39	30	-26	-2	19	-6	38	126
-98	-16	10	-7	-24	-9	-114	-41
38	-7	21	6	4	-84	69	66
-19	-16	-45	-10	6	102	-3	-128
61	7	-4	11	7	54	12	-69
-56	-6	-11	-5	-19	-79	-30	14
-7	1	21	-9	4	38	-73	-38
2	-5	0	-8	-14	-16	49	33
-6	-17	-8	0	-7	10	-22	-74
3	7	10	-13	-4	-36	1	-11
16	-17	36	-6	-12	8	-61	-77
17	-8	47	6	-2	-60	-5	109
0	2	-31	1	-3	58	43	23
19	0	-40	5	34	44	19	-54
-5	12	-45	-3	-4	-31	49	-90
-16	-14	-5	10	18	15	-80	33
63	-13	-7	-9	-15	-63	-12	2
-63	17	11	3	-16	19	-36	-28
64	4	-4	7	14	52	83	87
42	29	-70	1	34	-32	-11	-95
-12	-21	-10	-7	-32	-25	-76	1
32	-2	34	1	13	16	9	0
-54	-4	18	5	0	-14	-40	-51
-15	-4	4	-8	-14	47	18	-33
-6	0	20	4	2	-10	-25	-21
41	-17	-2	0	-7	-97	11	6
-44	-8	25	-13	-14	74	-15	49
44	19	-14	2	13	27	95	47
-24	-16	-3	2	21	-20	-51	-30
17	18	14	3	-33	2	69	14
-5	-19	10	-2	7	-5	-6	-9
1	4	20	-2	-8	-2	-38	84
0	8	5	2	-4	-30	-35	-107
-67	2	-7	2	16	23	100	-6
107	32	-14	9	20	22	60	55
-5	-4	14	-1	-22	-58	-23	-33
-31	8	29	-4	-10	90	-26	-30
77	-19	19	-1	7	-33	-123	-79
-52	-24	-3	-14	-24	-6	-13	-63
-8	38	-29	0	9	11	74	94
4	-54	-12	5	30	-32	-1	16
-1	-8	28	-2	-5	53	-8	-3
-37	-4	39	-7	-19	-10	-53	25
0	-8	-15	-7	-22	-53	-43	-68
13	11	45	-1	-3	11	10	67
-33	5	-12	-5	-1	-25	67	112
-8	-7	7	7	-2	7	-61	-65
11	-16	-14	-5	4	14	42	108
-4	20	20	-3	-15	21	-23	-89
50	4	-84	8	32	-14	111	-22
2	27	-21	13	6	5	50	72
1	-33	14	1	4	52	-79	-116
-22	2	49	-3	-7	-27	-54	-50
-2	-6	-26	-4	-8	18	-40	-39
-4	-15	-4	-9	-9	-114	-44	-49
42	-2	-7	8	5	112	113	33
11	-42	-47	-3	1	0	15	-6
-25	1	42	-8	7	-59	-66	-32
-25	-8	6	8	9	28	-56	-35
-25	-1	3	-12	-32	-38	-31	-33
3	24	-11	1	-5	-2	45	11
-16	2	-11	-1	-3	26	-3	-7
5	25	-3	-1	-13	-68	-47	24
32	19	66	-3	-5	-34	-97	-5
-53	-35	-62	-5	-6	73	50	-54
34	58	-35	16	42	48	114	81
4	-37	-8	-2	-20	-58	-121	56
-98	-20	11	-9	-5	-68	-62	-128
72	21	-53	11	21	58	104	60
60	5	-15	1	26	18	0	58
25	-25	7	-1	0	71	-62	-128
-81	14	-37	0	2	10	22	47
-19	-12	46	-12	-38	-124	-90	-20
-39	-15	36	-5	-28	59	-51	11
41	0	-43	6	22	13	87	51
3	-20	27	-5	-5	13	-49	8
-13	26	1	-1	4	-8	35	22
4	-9	-28	-11	-28	-61	-37	-20
-32	6	35	-5	-7	9	-29	-111
31	6	-18	9	24	62	111	8
11	22	-18	1	8	-31	20	110
-6	-13	24	8	6	34	9	-44
-6	21	27	-8	-15	-72	-48	-48
27	4	6	1	-4	23	-60	-99
16	-6	-25	1	-2	-11	51	23
-55	-30	-19	-17	-17	-2	-57	-101
3	41	-26	16	30	21	127	102
5	7	-44	7	5	23	-7	50
10	13	33	-12	11	-37	-78	-39
10	-9	34	-5	-23	-33	-85	-4
-72	-14	20	-15	-12	18	-70	-49
-6	-7	32	7	-5	-68	-39	-32
29	11	9	3	-10	73	67	84
-44	1	-42	1	23	30	16	-72
65	32	-3	5	10	23	83	127
12	-33	-15	1	-2	-26	-18	-36
12	1	54	-3	-15	-26	-92	-97
3	-12	-4	5	4	9	84	127
-8	4	-13	0	1	-36	38	13
-30	-7	13	-17	-12	18	-22	77
-43	-13	-30	4	13	29	-75	-72
55	11	25	9	-9	-78	43	-19
-21	-24	6	-5	1	107	7	-31
8	-11	23	6	34	-63	20	64
0	27	-10	-2	-43	-7	46	59
-10	-19	29	4	19	45	-42	-32
72	2	-17	-10	-14	-92	15	90
-28	-13	-6	1	-1	60	22	53
-61	-18	2	-11	-2	-40	-80	-28
17	14	19	5	-17	-15	-66	-77
-29	-10	-20	-3	-5	12	77	53
46	25	-13	4	23	-16	-7	-73
26	-38	21	-3	-8	26	-10	28
26	14	-25	3	8	1	113	124
-18	20	5	7	23	34	-124	-59
12	-5	17	-6	-30	-96	-60	-112
-11	14	48	6	3	46	41	27
20	-21	46	-13	-5	19	-17	-63
9	-26	7	10	12	-15	6	-44
-8	23	-10	-4	-4	60	23	30
-7	-35	-10	-1	4	-55	-19	-47
-22	-13	40	-14	-15	-13	-60	13
16	10	-25	2	1	31	55	11
-17	23	-1	9	11	-29	-25	-32
-35	-43	-39	-6	-1	35	-82	-87
12	2	-74	5	-11	-32	31	86
-21	6	17	-5	-8	-56	22	61
-20	-21	-47	-9	-7	66	-13	-72
112	23	-17	6	22	-11	62	116
-56	29	0	12	22	7	84	38
-35	19	21	1	8	27	-63	-95
-34	6	-15	-5	-19	0	-23	-73
6	21	4	2	11	-17	-45	33
8	-12	4	-10	-32	-23	-49	-44
-9	-3	19	2	6	45	4	39
-2	-2	-4	-1	8	-28	24	-88
-24	5	-29	-3	-2	39	77	-9
-3	-1	16	-1	-12	-32	-96	-51
-5	-6	-1	-16	-31	-61	-6	-21
61	-3	25	11	7	16	15	26
4	-5	-49	3	25	-11	102	-28
-49	-3	20	20	16	55	-51	-9
0	-34	-35	-17	-25	13	26	-68
43	36	-39	-1	6	-71	28	127
2	-34	12	-1	-11	13	-105	-112
5	9	1	-4	12	83	23	-56
8	-34	-16	12	7	-74	-77	23
-20	-16	33	-10	-17	-6	-50	-14
-25	36	-6	-3	-16	-31	41	23
16	2	15	-1	12	-35	-68	-34
-20	-15	-2	-2	-6	65	30	-1
3	0	-1	-3	10	10	31	5
10	22	49	3	4	6	-74	15
-17	-7	-36	-7	-17	35	111	60
4	46	9	0	-4	-102	-95	-27
-23	-16	-28	-10	-24	22	-19	-86
29	18	-8	15	31	23	2	95
23	-1	0	12	17	-16	79	59
31	20	-30	-4	16	72	127	121
-9	-18	14	1	-6	-21	-92	-57
-98	-7	8	-23	-27	-102	7	-8
82	4	7	3	-10	84	-28	6
-24	-6	21	6	16	-23	-9	-87
-3	-16	17	-9	-10	-12	7	42
9	3	-3	1	15	33	14	-27
-3	1	-1	-2	-14	-20	-36	-14
1	2	18	-9	-13	-6	-14	-13
-16	-5	-1	-2	-1	-21	-24	-4
2	-12	-18	-4	-19	-31	-46	-68
-18	-3	50	-6	-12	9	-46	59
-19	-20	-9	-1	16	21	-29	34
-18	26	-54	1	8	-23	127	15
109	-6	-18	28	42	110	106	113
-59	18	-10	-9	10	-28	-41	-88
91	-30	11	-8	-21	-61	-7	68
-24	23	32	-1	-2	67	-39	13
-21	0	10	-14	-9	-61	-57	-68
-25	6	17	4	-6	-17	-37	-9
-16	-44	5	-9	-13	37	-12	-96
13	-25	-20	5	20	-3	66	47
1	16	-11	-2	-19	34	12	11
26	-16	-14	3	7	-62	-43	13
-62	3	-5	-7	-23	-30	-108	-95
23	-17	37	-4	-32	38	99	106
-43	-12	-37	4	17	70	3	-71
66	46	-31	10	30	-33	127	95
-54	24	-21	12	17	5	44	43
-30	-15	-16	12	26	16	-126	-55
-43	5	48	-19	-25	-43	-14	107
3	-44	4	-2	-19	-19	11	-20
-9	7	24	0	7	65	-40	-3
9	-12	-46	11	6	-71	33	-59
15	5	15	0	-2	52	23	4
-53	2	3	-4	-2	-21	-64	-95
12	-1	11	-2	-14	-40	21	45
-1	14	29	0	2	22	-40	-20
13	-9	32	3	-14	-42	-71	-33
-5	2	-15	-7	18	12	92	8
-12	-1	12	0	-22	28	-16	32
34	3	16	-8	-23	-29	-60	127
-60	-28	-58	-8	23	-20	89	-76
41	12	10	5	10	64	-18	-86
85	43	-27	12	33	10	114	68
-11	16	84	6	-7	-15	-76	38
-22	-32	-7	-4	-21	-34	45	61
46	-8	5	-5	-3	26	-15	39
17	4	-24	6	20	14	-67	-54
-37	6	-27	-4	-15	-36	-56	-63
36	7	35	4	-4	-34	-59	-23
-37	33	18	-10	-15	23	9	-33
-3	-16	-19	4	-4	-11	15	-38
4	12	-8	-7	8	-19	23	-1
-13	2	7	-8	-14	-5	-55	-2
-9	-30	-36	1	12	1	-1	-62
1	-6	2	-2	-17	33	-6	-81
19	-5	-24	-1	2	-16	22	47
-32	0	-49	7	12	-17	47	-37
42	3	21	5	20	72	57	123
4	8	51	-8	-25	-54	-85	-128
67	6	-50	11	39	58	127	48
20	-3	20	7	2	-59	-119	-15
-64	-22	-4	-22	-32	-3	3	-11
31	-6	-34	8	13	47	24	-40
7	17	7	-3	-2	-11	-29	-47
-14	18	-33	4	-12	-4	-44	23
-16	-24	33	-14	-21	-51	-78	-87
-20	-6	23	-2	0	8	7	11
-9	-10	-35	-5	-2	28	4	-24
12	17	-35	6	2	11	21	-1
-32	-9	59	-14	-46	-68	-128	64
-5	-24	-15	-11	-6	-45	32	-16
-16	24	-47	18	40	115	102	86
-12	5	72	-14	7	-60	-89	-71
-9	-17	-54	8	-12	23	127	127
-12	17	-30	1	13	-15	-54	23
-8	11	32	-8	-23	-54	-67	-102
66	22	-23	12	26	50	-3	82
-62	-4	-23	-10	0	-38	-81	-128
-7	-23	43	-7	9	-2	7	22
1	-30	-9	-1	-17	32	23	-46
-13	5	-8	3	5	3	5	1
22	1	4	-8	-13	-19	-41	-14
-12	-8	1	6	-13	-32	-16	15
-28	14	25	-10	-1	9	-47	-102
-12	-35	-40	-1	18	21	33	-30
62	36	-46	8	10	-5	38	69
-53	-40	-32	-5	4	-25	-29	-72
-47	-3	80	-6	-9	18	-40	-16
12	-7	-31	-5	-12	24	91	13
83	52	-11	23	38	33	34	-87
-60	-11	9	-8	-24	32	-9	-1
94	17	-18	11	-1	-63	-9	87
21	16	0	-1	13	14	55	59
-1	8	8	-4	10	49	3	45
28	0	-3	-1	3	-1	-58	-35
20	-11	-6	-9	-22	-37	-1	21
-7	28	27	-10	-18	-39	-58	3
19	-55	-12	11	12	-39	26	31
-22	28	23	-9	-9	79	-24	-39
-47	-30	-11	-13	-11	-23	-32	-42
56	6	-8	15	17	39	60	-16
-49	-4	26	-12	-4	-51	-93	-54
-37	-8	-14	-9	-27	-44	-39	-51
27	12	-23	12	29	31	97	10
7	3	20	7	4	60	104	11
-8	5	3	2	12	26	-57	-128
41	6	20	10	-4	-62	110	103
-17	3	34	-2	7	32	42	77
-31	-39	23	-4	-14	-2	-113	-110
7	-9	-30	1	-14	6	54	-12
31	17	5	1	7	-13	36	82
-14	-25	8	-1	-6	6	-18	2
14	0	9	-7	-4	5	29	20
-20	4	4	-10	5	-13	-60	0
7	13	8	12	27	-31	-37	8
-6	-19	-1	-16	-38	27	-15	-39
-25	-3	13	-2	0	-13	-38	18
-4	-7	24	9	-17	-40	-39	1
2	25	15	-11	-9	60	83	45
6	-17	-20	17	51	-22	31	59
38	13	16	-9	-11	23	23	59
-70	5	-6	3	5	-22	-48	11
38	-27	-5	3	-12	-9	-49	33
35	8	3	1	11	7	57	50
17	20	5	0	8	57	36	86
6	-48	14	7	-2	-15	-30	16
-26	6	-1	-12	-9	-9	-38	-93
-5	5	-2	-9	-16	-23	-36	62
-20	-16	-29	-5	-4	-12	-3	-70
9	30	-4	-7	-20	-24	-4	-54
-11	-17	18	12	16	-12	-64	-25
7	-14	9	-5	-8	17	27	-49
-19	-2	-16	8	18	6	27	59
4	11	10	0	0	21	-14	-78
12	19	22	-10	-23	-29	-52	66
-70	-24	-17	-22	-20	-53	-29	-121
86	-5	-50	16	30	83	36	71
-74	-6	23	0	3	-69	-35	-21
42	-23	-62	6	29	24	83	126
-18	27	23	10	4	-5	-128	40
-43	-17	-1	-23	-42	-97	-23	-72
66	21	-44	15	10	43	63	10
-13	-4	41	-5	15	7	-31	-43
-7	-17	-7	-3	3	38	2	114
-57	-6	-19	1	-10	23	19	-16
17	6	6	-5	-18	-30	-26	45
-24	-5	-11	-5	3	-11	-4	-65
19	6	11	6	1	-52	-61	-128
-28	-38	-22	-4	-7	43	-30	-17
8	18	-18	-18	2	-18	51	12
-14	-29	38	3	-28	-2	-60	20
27	-3	23	-14	-25	-29	-36	-42
-64	20	32	1	10	14	49	13
111	8	-69	3	38	77	127	127
13	21	-51	16	33	10	78	42
-82	-11	22	5	-10	-45	-98	1
-29	-10	83	-15	-34	-59	-128	-59
-23	-2	17	2	-2	80	6	-54
73	10	-15	11	34	-3	118	111
20	24	-1	-5	-8	19	34	-20
11	7	0	7	17	-2	-46	-55
-46	-29	29	-14	-25	0	-64	-70
-4	3	-19	-5	-17	0	-5	11
-8	5	-21	9	9	-22	27	2
2	15	16	-9	-11	-56	-61	-45
6	-4	23	-13	-19	6	-44	-86
-7	4	7	-3	-1	-8	66	43
14	13	-2	0	5	50	23	104
45	1	-79	11	20	-10	9	-8
-66	-17	3	-3	-7	14	46	92
10	21	49	-7	-4	25	-99	-54
6	5	-12	3	8	13	116	105
45	13	18	0	-11	-15	5	31
18	-21	-10	6	16	-23	-8	25
-38	-12	-4	5	2	-29	-33	-128
5	15	4	0	-17	59	-54	-52
67	10	-4	4	-6	-91	58	25
9	-2	-7	3	7	76	97	78
-25	22	-5	-4	-4	49	-11	-21
7	-23	34	-1	7	-28	-75	-54
-34	-6	7	-2	-15	-57	-13	-11
3	12	28	-9	-23	-43	-67	57
-30	9	-14	2	-7	-21	-4	-84
45	-1	-9	-8	1	58	87	-26
-55	22	17	2	14	29	-26	95
-40	-42	60	5	-6	-88	-74	-90
3	-30	-43	-18	-22	45	72	127
-31	-11	-86	6	22	-51	38	-29
-7	5	27	-6	5	47	-47	-92
76	46	24	3	0	17	-18	77
-17	-9	18	14	20	-87	4	-32
-52	-14	-15	0	-31	49	8	-112
28	5	16	-5	12	17	18	85
-61	-19	15	-7	-2	-41	-64	-73
18	-3	-1	2	-1	78	-2	-22
16	-12	-3	-4	18	-50	20	54
-16	18	1	5	-27	7	-44	-22
-2	-5	-3	-7	-4	29	-16	-78
-12	0	-3	-5	-6	-31	-9	13
13	7	-7	1	8	7	52	50
-17	-6	76	-1	-22	-39	-113	-2
-36	-14	-68	-17	4	-28	120	-10
0	17	-56	9	16	69	-61	20
21	-7	33	11	3	-89	-45	-16
-4	-30	-54	-5	13	85	127	92
6	11	-30	13	17	32	6	55
-61	-11	52	-9	-23	-82	-107	-74
10	-5	7	-11	-13	3	-81	-49
-17	-22	22	4	-11	14	-10	-105
31	2	-53	7	28	37	31	31
57	28	-45	7	20	-26	115	77
2	2	3	-10	-21	3	-70	-46
-8	-25	-1	-2	5	10	-10	-45
-11	-16	7	-1	-10	6	-21	1
17	-5	58	-22	-36	-29	-113	-98
-20	-4	-32	-5	3	-41	53	71
10	14	-5	18	13	74	-1	-2
86	-1	-10	-5	-2	-28	30	113
3	32	5	15	16	11	73	68
-60	-23	23	-16	-9	8	-65	-128
5	-22	-33	-5	-17	-99	43	107
12	19	5	6	-2	66	-67	-101
36	-17	-3	-5	6	-31	27	-6
9	15	7	13	13	92	29	-54
20	7	-36	-2	12	-35	51	-32
-40	-31	14	6	5	-31	-52	7
-14	0	8	-5	-28	11	-26	-61
7	17	6	-1	13	0	-12	8
-9	18	-5	-2	-8	16	-53	-105
54	3	31	-10	-17	29	112	-13
-30	4	-16	0	15	-36	17	111
-1	5	5	-3	-11	-16	-77	21
-29	-23	-29	-2	-2	-15	-29	-125
71	15	-29	-3	1	26	70	119
-34	0	1	2	2	-25	-6	52
55	28	34	-4	-14	-39	24	127
-14	-29	18	-5	17	97	-56	7
-41	6	-2	6	-1	-71	-123	-102
43	1	4	4	-15	-26	55	49
-50	-3	-7	1	10	59	-13	33
34	21	3	-11	-4	7	62	90
-34	1	11	10	14	-50	38	13
-3	-9	-4	2	0	58	-46	-16
-46	-10	21	-9	-44	-90	-104	-122
39	4	9	-9	-3	-11	76	-33
55	1	-43	13	26	79	84	106
-76	-4	1	0	13	12	-40	-77
16	-15	10	7	-3	-20	-56	-30
-31	-16	-7	-19	-39	-95	-119	-102
-39	26	-7	-2	-11	69	66	35
74	-57	-76	-2	28	30	-10	-90
4	-5	-18	15	42	34	127	28
-14	9	16	11	1	-67	-66	79
-40	-40	56	-16	-16	-66	-106	-67
32	14	35	-16	-37	77	-64	-69
-32	5	-15	3	19	-12	78	18
13	-12	-21	-2	-6	-16	18	15
-35	-6	53	6	-20	5	-8	-29
-1	4	48	-6	-3	-45	-28	36
31	-3	36	-7	-11	47	-26	-19
47	14	5	6	22	36	41	-14
-98	2	-15	-4	-15	-67	-29	-5
64	15	63	19	31	26	95	48
-17	25	-34	8	13	50	13	39
-84	10	-39	0	-5	-49	-27	-46
102	30	-15	8	5	19	29	64
-68	-21	-16	-16	-16	14	6	6
7	-18	-2	-1	-3	-62	-27	-74
-22	16	34	-9	-12	28	-39	67
22	-5	-20	2	-2	2	9	3
-7	24	-19	10	6	-76	-58	6
14	-39	5	-8	11	71	27	3
-18	8	-4	-7	-20	-5	1	-32
-24	-12	-11	-5	13	8	-31	-40
6	13	-11	-14	-20	0	4	21
